time blob_mass ism_mass r_forward r_reverse total_mass E_blob E_ism blob_energy ism_energy total_energy ism_rest total_lum reverse_lum reverse_lum2 reverse_lum3 blob_mass2 critical_mass maxgamma blob_kinetic swept_up
0.0 3491847.489487977 0.0 0.0 7.528166926098881 16010676700.243187 0.0 0.0 5237773.127518328 0.0 5237773.127518329 0.0 6.354162955434523e-06 6.354162797810623e-06 6.354162797810623e-06 0.0 1396739.0724462932 558695.6822598896 2.499999761581421 5237770.276093185 0.0
3.861111111111111 3481845.6110729664 16320.218991423291 12.933004719195512 12.933004719195512 16010652798.491125 0.0 0.0 5210088.768471677 340.3825923544184 5210429.162703226 16290.942448482823 6.471601260175875 2.956533765574149 6.311089507997924 0.0 1397291.565666184 555466.0468748668 2.5155301094055176 5205226.237240103 4052357.313707359
7.722222222222222 3468211.7127402206 47686.83180064383 16.793603142835966 16.407543300471918 16010608744.380133 0.0 0.0 5164529.322353835 688.2869584564223 5165217.6171148 47642.001759365085 17.868042312557435 8.021767974646412 17.28043983540408 0.0 1400982.6800243028 556117.7197470365 2.5192196369171143 5153447.192848903 4692241.843034345
11.583333333333334 3458687.9862866313 99762.4759828252 20.268141724112372 19.882081881748327 16010552279.02972 0.0 0.0 5113892.764965901 1634.7333376966837 5115527.514459001 99628.71660056959 34.4712251885727 15.243818089112773 32.895811043141634 0.0 1410248.5699955358 562758.0838524657 2.5059587955474854 5094325.928871596 5585269.093823425
15.444444444444445 3455899.1412363807 176206.35269678134 23.742680305388777 23.356620463024733 16010482406.942963 0.0 0.0 5059365.5021672165 2965.577812213811 5062331.099857519 175947.05706000226 57.026134543343225 25.778376454364764 54.02736838446435 0.0 1427479.2845040786 570378.7302971722 2.5026867389678955 5028393.5501055075 6848886.047372977
19.305555555555557 3457848.365843066 283286.64143442624 27.217218886665183 26.83115904430114 16010397656.725079 0.0 0.0 5001338.596029489 4972.216639721976 5006310.848599005 282818.6516698277 89.51052542249855 41.91679401865343 84.4997192963162 0.0 1450758.2149394704 579707.9742895442 2.5025672912597656 4955109.011876704 8546828.789799586
23.166666666666668 3469906.7171022454 422423.80062511726 30.691757467941592 30.305697625577547 16010296517.810354 0.0 0.0 4941342.489913477 7229.028608663583 4948571.563303855 421746.200772002 135.81189804338152 66.28936758924661 127.99145862292094 0.0 1485302.3888426737 593473.3608758203 2.50272798538208 4874560.678369799 10742793.196061902
27.02777777777778 3487749.5010273326 596543.9607187307 34.166296049218 33.78023620685395 16010175188.520298 0.0 0.0 4875367.670850473 10856.56225303403 4886224.293891594 595458.7896092004 196.7685873177406 98.44462813317847 185.4239395962666 0.0 1528122.6683166274 610548.7194265216 2.5028676986694336 4783515.930379477 13498184.704504477
30.88888888888889 3517471.4290073453 809288.1154998983 37.6408346304944 37.25477478813036 16010035807.21499 0.0 0.0 4810240.616217679 14773.45715350158 4825014.132576353 807806.6072164114 265.11058161068524 131.56044616589662 247.76051267377468 0.0 1582335.8672398345 632177.0554841586 2.5029947757720947 4690605.864866826 16880348.662676968
34.75 3561805.943614742 1066871.5384178523 40.72931336940677 40.34325352704272 16009881833.745546 0.0 0.0 4751511.099467036 20305.665985775857 4771816.855419183 1064662.3213595334 340.1311443277526 167.36221741374882 317.81643761038447 0.0 1648302.6780410951 658486.4836074194 2.5031685829162598 4603097.175137015 20450681.800011195
38.611111111111114 3635320.070184524 1369421.5295234162 44.20385195068317 43.817792108319125 16009716300.100737 0.0 0.0 4704569.418390213 26606.343670069225 4731175.8886729255 1366396.0347555464 424.0832419361199 208.4214307383974 392.63391885540574 0.0 1738571.1929182461 694494.868190742 2.5033607482910156 4524191.07989137 25202609.72788942
42.47222222222222 3728788.641386793 1729901.7592922996 47.67839053195958 47.29233068959553 16009543826.381872 0.0 0.0 4675683.337066652 34269.142938926525 4709952.621925346 1725934.8881612427 516.4612132799202 255.0467801261612 476.2229886633877 0.0 1841129.8275885826 735418.7723577975 2.503512144088745 4459853.6355212545 30780793.555995982
46.333333333333336 3865889.5915357433 2137874.8749299687 50.766869270871936 50.380809428507895 16009370347.729065 0.0 0.0 4678956.090904156 40977.215970160185 4719933.47670135 2133295.506358348 611.8469161200551 300.08112445729546 561.2678922366454 0.0 1973970.8690604896 788456.0158578 2.5035903453826904 4425256.24736751 36471201.39868838
50.19444444444444 4043755.355855783 2612715.632686711 54.24140785214835 53.8553480097843 16009211047.989038 0.0 0.0 4737346.924087056 51921.13974406389 4789268.222421895 2606603.8782100147 690.9433058890276 331.3742438019197 627.9989929290608 0.0 2124171.6944428943 848530.4265697935 2.5033535957336426 4452402.3834201675 43814292.110897064
54.05555555555556 4273518.278604087 3145166.5783878556 57.329886591060706 56.943826748696665 16009072706.372904 0.0 0.0 4864130.706034883 64098.472861850794 4928229.406833796 3137247.497461225 767.0503127074287 360.43576187028935 689.5582503703013 0.0 2298269.3939070655 918269.5795132495 2.502826452255249 4551252.2229977995 51200333.75224622
57.916666666666664 4559373.905051967 3742618.101261947 60.80442517233711 60.41836532997307 16008954959.98364 0.0 0.0 5054317.477429857 77663.74156991746 5131981.559858652 3732914.7222264013 855.7836589396906 400.1432749123761 762.2385482916069 0.0 2502448.0308874976 1000026.6570561293 2.5023813247680664 4710746.699840861 60569362.72386251
61.77777777777778 4872825.041588432 4408101.490028828 63.892903911249476 63.50684406888543 16008809235.232265 0.0 0.0 5242260.220295051 85848.63886761744 5328109.150811703 4397914.869806469 973.5505615871969 453.7491618928807 867.2905516205067 0.0 2736035.4263949986 1093487.1983875067 2.502119302749634 4856253.354444847 69815319.83319145
