              R_RS           Rdiss0p5           Rdiss0p1               R_sw             R_slow           R_spread              gamma
 4.147246798129819 5.8644523034778535 20.489876225583437 190.66920067120128  463.1664538803827 12.664225140948455  285.9984216400545
 3.959048097386838  5.599628739062617 19.587181959932753  190.6663453672858  463.1663581308092  12.73387126401965  306.5954154816724
3.7794100468002174  5.346710137871881  18.72272723363369  190.6636883649381  463.1661917270899  12.79812968965597 328.67576070991277
3.6079410259207854  5.105167115616671 17.895047365471218 190.66120295688157  463.1660936472631 12.857470014279595  352.3462851149433
3.4442675030061296  4.874493115210733 17.102718276658468   190.658890891625 463.16602265349843 12.912312748726219 377.72150999560097
3.2880333050658415  4.654203662675582 16.344357059209006  190.6567356815931 463.16594219248765 12.963035903047935 404.92420422940853
3.1388987164319864  4.443835377763455 15.618622120293443 190.65472389842256 463.16593777699654 13.009980189351568  434.0859782455315
 2.996539711297818   4.24294511677935 14.924213250565005  190.6528509793816 463.16587403920903 13.053453543621085 465.34792077439084
2.8606472057711203  4.051109138202005 14.259871521629385 190.65110512224976 463.16581545763694 13.093734953612973  498.8612814546214
2.7309263680646776 3.8679223065198025 13.624379069494951 190.64948003438897 463.16576947834744 13.131077763066793  534.7882025999216
2.6070958877769455  3.692997261178301 13.016558680970252  190.6479638666384  463.1656535086486 13.165712446598304  573.3025036661825
 2.488887448611669 3.5259637640917494 12.435273427826006 190.64654057303744 463.16565824805645 13.197849156841668  614.5905222142634
 2.376045021609558  3.366467885757704 11.879426010162112 190.64523282216282 463.16562749529874 13.227679767027402  658.8520154371022
 2.268324294042865  3.214171327445951  11.34795812246741 190.64400439463705 463.16560080927053 13.255379744026207  706.3011266128784
2.1654922131676653 3.0687508167794624 10.839849793479777 190.64285323450864  463.1654872264708 13.281109844469125  757.1674211600648
 2.067326362385032  2.929897389277522 10.354118531830512 190.64178177023356 463.16549356666053  13.30501747971052  811.6969973069401
1.9736145111664551 2.7973158087125585  9.889818523168074  190.6407913254105  463.1654260555045 13.327238018117217  870.1536767491503
1.8841541367480519  2.670723968358556  9.446039754597814  190.6398596760939 463.16539467693383 13.347895907645098  932.8202810558689
1.7987519726099899  2.549852322487941  9.021907092923758 190.63898126039035  463.1654299529966 13.367105675294265             1000.0
